well_id,MD(ft),PORO(v/v),RHOB(g/cm3),DTS(us/ft),DT(us/ft),PEF(B/E),RD(OHMM),RS(OHMM),ROP,DENC(g/cm3),NPHI(v/v),Zone,X,Y,Completion Zone,AI_lower(2012-01-01),AI_upper(2012-01-01),AI_lower(2021-12-20),AI_upper(2021-12-20),scaled_X,scaled_Y,scaled_MD,perm_est
WP21,4533.95377112,0.1331903432186584,2.3916144755365316,135.14663290526263,82.57428645059112,4.559608190954942,225.02862936244523,428.77182387080114,19.509900748137074,0.01816814253168104,0.23295182634577896,0.5,121120.49000000014,87804.64000000003,1,6514.952718386025,6504.9031848107625,6589.556842726417,6505.458723515018,-0.38341977902989843,-3.7850872039805274,-12.287322050099291,8.098842283572864
WP22,4586.171112000001,0.1178196731722998,2.418219963856313,123.66767998588755,74.95488125715943,6.14149212359016,225.03209176077232,4636.136554975748,17.960062499652025,0.04803960299448723,0.14337775927745924,0.48717948717948717,115987.29000000001,91854.91000000005,1,6529.301292177902,6481.754957818491,6614.56264671876,6501.173398131788,-0.9075378557338281,-3.3715401529145947,-12.281990472862345,5.106012960177214
WP23,4615.948965919999,0.10861550647425086,2.5890521052924624,125.8878187370656,75.18191627521634,7.125328825613235,298.42281799710304,330.7820666751793,26.15415129772306,0.05797870699416179,0.1679767722425051,0.5,139326.00999999986,84776.41999999997,1,6555.912365920552,6471.888508956213,6640.044191233957,6468.867007778004,1.4754289172599189,-4.094279295119844,-12.278950047489317,7.208327796214473
WP24,4579.401710239999,0.0883496702479612,2.6014673762129954,138.65226100221773,76.33337290271285,0.05574248797011494,192.18023061718281,255.69195890863026,26.342002760884142,0.05574248797011494,0.18437559194717068,0.48148148148148145,142095.81999999995,86042.02,0,6478.848602896208,6386.648689216887,6516.903185622658,6390.063397042385,1.758236423305915,-3.9650570092403785,-12.282681652989934,2.510015022744206
WP25,4903.378183439999,0.1686289168526553,2.4529345430390803,133.36436688714326,81.69358669904334,6.519510736596474,161.26567374448902,169.46038788674483,28.521336076160978,0.045894089449767965,0.2028128114119392,0.5,128136.20999999998,89359.95000000007,0,6564.235453329068,6536.125378455449,6633.955438350325,6545.806150385467,0.3329103217051749,-3.626284491076606,-12.24960249651231,18.311197675535713
WP26,4523.11399432,0.1581882885993954,2.4529936237417433,145.46702401957083,81.06737714901446,0.052589617908562945,116.54242795262857,155.4539254838924,26.560186625973973,0.052589617908562945,0.19672569844940915,0.4888888888888889,118170.11000000004,89488.68999999996,0,6564.591465903538,6504.856589744429,6661.801135445789,6540.693312204404,-0.6846641278076077,-3.6131396766928194,-12.288428830074402,13.272476753216957
WP27,4949.10279384,0.11788552396233025,2.6483280623549614,136.45802865266643,79.69996478892327,7.981968784578515,126.35019914063737,148.8130076926979,17.522701162232536,0.06234536877944532,0.21912599799983096,0.5,129829.38999999993,87756.9900000001,1,6539.223279612955,6521.800407019304,6598.156641096232,6529.232221850276,0.5057900546424368,-3.7899524393804613,-12.244933850275867,7.5401542782142785
WP28,4597.33,0.1547664959469824,2.2837786026015054,137.27803719292896,91.54771267525238,3.9932246372509277,134.5922249663355,128.4184640757001,25.17977049167483,0.01293574317734486,0.26154697685590333,0.5,120522.78,89987.0,1,6566.683206179505,6501.6943425743175,6663.217448256567,6529.182599710178,-0.4444481074851911,-3.562260443699301,-12.28085111049255,13.965453389381025
WP29,4856.30425648,0.1437637954160982,2.4477034322376756,125.92025287520757,75.97753585476603,6.39656528546845,238.21664121717248,5709.184863928936,18.522969611248097,0.0518152774620513,0.1540622433311364,0.5,138541.41999999995,82281.79000000002,0,6529.3525602460695,6534.2931634287615,6589.522134122731,6520.330152300774,1.3953194725078861,-4.348989939101755,-12.25440891279479,10.534563264442328
WP3,4878.37018424,0.11930311835047577,2.5159399331694403,125.99398097943752,75.1136764786134,5.985530541948448,157.82322937001166,184.88167540644136,19.89184405750353,0.0596467442870217,0.1544130085931155,0.4888888888888889,140892.57000000007,81747.12000000008,0,6519.051888010695,6490.676307642218,6586.338351921898,6505.091195670214,1.635380295394669,-4.403581658121331,-12.252155902661103,7.005382321358001
WP30,4854.0060162400005,0.08457869262836133,2.611926478461089,122.16065879210765,72.53663503671304,7.060127242909203,289.6836873104034,332.5021726466434,25.032647929414235,0.06308699177157924,0.15086453523462776,0.4878048780487805,131123.5199999999,84356.27,1,6459.611750191545,6448.334807587867,6502.898888120863,6434.570632273858,0.6379253555473018,-4.137178112607413,-12.254643571341955,3.0868681732252723
WP31,4677.607521119999,0.10290882713482669,2.533421618036142,128.30285559968146,68.38773834971532,8.07624554169418,160.24337060427618,162.88082778792108,16.242053900349728,0.06237770960632071,0.22168371774002613,0.5,136285.1400000001,86479.95000000001,0,6543.587133551403,6461.45213164462,6611.071823414685,6466.205605138976,1.16494521588326,-3.920342790170214,-12.272654488507822,7.084280476289797
WP32,4884.867323039999,0.13482297678547195,2.543497263653035,128.45066855216442,77.95798426170957,6.855168369035336,225.0048427386808,237.48604526460196,27.587748559396942,0.05856029446335658,0.19041355105443872,0.5,128675.16999999994,89882.12999999992,0,6562.290116479819,6533.893801553266,6630.391466065245,6546.891713233452,0.3879400650661089,-3.5729680457221975,-12.25149252155536,12.247162828107117
WP33,4530.596094160001,0.07266435436014183,2.4294934444900242,118.76466926196008,70.56120648728982,6.150758281328779,142.90275171833895,4503.503264834411,18.83774563027944,0.04501533157457943,0.12498183607666101,0.5238095238095238,123960.20999999999,85279.28000000001,0,6384.686311062049,6383.006662908859,6424.315090286314,6383.137743837635,-0.09347421198055736,-4.0429354908551876,-12.287664880924204,1.1508886352930574
WP34,4801.821504879999,0.14418547710636592,2.513541149521939,128.90629399918868,73.09021666822068,0.05237896592118251,209.6184359593326,263.65121464970844,25.368238193217014,0.05237896592118251,0.1583729764117733,0.5,134053.71,84658.45000000007,0,6533.267174825628,6539.816656623387,6613.752411783115,6519.352043693971,0.9371082331240721,-4.106324453989316,-12.259971796567513,10.358480076507638
WP35,4582.51154384,0.14026554501336652,2.408762520907046,135.62240535522997,75.27419386973504,4.705578502647098,114.3934267308615,119.88026149459041,18.88491930949339,0.022004456102961,0.28506542932745355,0.5,122230.80999999997,87539.37000000008,1,6503.532031301847,6493.546954574265,6573.013725463645,6495.473336844354,-0.2700521364432274,-3.812172219605716,-12.282364127858381,8.976794991076728
WP36,4525.157188320001,0.10233296273951777,2.55095465545324,117.38574124663417,70.29748555930308,7.212408038850338,233.39149749759287,349.9705837730448,16.5620069248976,0.05665200061071601,0.16133679795638028,0.5128205128205128,111749.77999999993,91050.00999999991,0,6507.0603083894175,6479.080855454894,6591.838801673432,6498.775702506073,-1.3402027803838819,-3.4537233212966956,-12.288220212660402,3.8170172679993275
WP37,4804.88849512,0.12738849447803008,2.497974694250953,127.9464564726451,77.20180274617375,5.904671220075924,155.82141934132656,183.93439472370451,19.19020688032104,0.06080716648461125,0.15693536406623157,0.5,134902.25,82632.62000000008,0,6492.928755878653,6523.343805858828,6547.740581676565,6501.300905212041,1.0237472015660503,-4.313168941507654,-12.259658645896206,8.326875275412538
WP38,4564.84751056,0.1317005681770858,2.5149840718454595,130.2241602887007,79.32398299443868,6.648852014333998,231.031217615484,258.53016064604765,27.63374211166408,0.054808319644560316,0.19008034380644626,0.4883720930232558,116803.30999999995,91177.75,0,6561.302586764162,6499.209230129787,6647.733381735511,6524.143393818142,-0.8242192955857838,-3.440680610488982,-12.284167688824148,9.62418403459582
WP39,4529.5987216,0.11787938458612644,2.5239325083898567,118.9824050553525,100.86044856553289,7.079529922734539,143.4378207123226,146.79655482082936,16.284577660645486,0.05552980602161296,0.3458667771417275,0.5,111890.87999999993,91708.68000000004,1,6476.942332084875,6456.6442943703505,6558.196507741312,6469.729763309674,-1.325795965799815,-3.386470758843926,-12.287766716229264,6.451676990046311
WP4,4510.18938392,0.13792942903675753,2.5383830157628187,125.51800278807772,78.83012242484855,0.05721814719576582,216.9953149944838,290.67235366652983,25.37365110272847,0.05721814719576582,0.14678949802786592,0.4883720930232558,109951.43000000002,89343.45000000007,0,6521.734692701953,6497.829295171567,6612.897189958197,6501.840702033259,-1.5238207464168658,-3.627969200081831,-12.289748479015609,8.15260417771685
WP40,4843.910966720001,0.13936230556294013,2.4726254895305404,129.70943773651527,77.42641690281026,5.800913202234119,127.24225236733871,142.5126105569287,19.958621745361853,0.05907102945383727,0.1593316218967069,0.5,126601.2999999999,90679.20999999998,1,6568.898426529603,6531.656163267291,6644.103124799067,6541.633069061596,0.1761905217531712,-3.4915833273049954,-12.255674311998618,8.677417742200529
WP41,4600.7088952799995,0.12420490490568432,2.5074774895040415,125.017025955334,76.79238768087549,6.004300742798484,157.79350597040346,192.08858036983804,19.633928145197846,0.06173367721383706,0.15200719840092458,0.4878048780487805,114333.0099999999,91616.66000000005,0,6524.345371012458,6490.174698656364,6620.6946026917485,6513.260033598346,-1.0764457595618049,-3.395866329914269,-12.28050611320128,7.29016549315673
WP42,4745.27753896,0.14629677156170595,2.4289284080409184,127.15076521846302,77.43386128379518,6.277190817933302,142.9336142674918,3972.556246317278,18.28144800713097,0.05252657699199561,0.16021168011795842,0.5,136532.2699999999,83571.50999999992,0,6546.6122862726315,6539.617133930296,6619.707517610916,6532.6001683571085,1.190178072638467,-4.2173049149673725,-12.265745137693344,10.310254549522337
WP43,4588.935010560001,0.15508497580006939,2.3829400307956843,131.29599904140144,81.1598536037303,5.9850271353070275,147.5024209608063,1171.3704142756678,19.176939599248957,0.05756744993082725,0.16713478436936502,0.4888888888888889,115684.26999999993,89895.77999999991,0,6582.114979658839,6515.518913910745,6677.133028086999,6544.191121583225,-0.9384772813558222,-3.5715743319087867,-12.281708268935468,13.752423525697155
WP44,4506.17586768,0.17535149307062806,2.287887641645826,137.18877012120808,91.9483633312722,4.64114134842339,144.65206741485952,168.55980465252193,25.166022406091997,0.02485986692293318,0.27116422156310765,0.5116279069767442,118629.90000000001,88703.87000000008,0,6541.4446815735155,6501.4154373740885,6636.653141117109,6524.468654895955,-0.6377179245644661,-3.693272605267348,-12.290158273376347,20.488162995720728
WP45,4743.118232960001,0.09373948524525674,2.59055145839552,128.07686430531393,75.81137176081444,7.246708809004879,192.92199144608347,205.52474376966876,26.246788404002057,0.055820791071632486,0.18703958419799846,0.47619047619047616,129176.29999999999,93171.13999999996,1,6441.324281268677,6404.133303326746,6486.565722747055,6390.031617973813,0.439107230144158,-3.237148362978494,-12.265965610557792,3.596980411168293
WP46,4642.68705032,0.15890652847124961,2.367059528938792,128.27924831256178,88.26581652005667,4.522185379475772,181.75470554604016,217.62195698437063,18.889237582247514,0.01882492708090694,0.2248714605896455,0.5,139046.80999999994,84476.47000000006,0,6562.556816300894,6489.581169230973,6650.305281151321,6484.145164879882,1.4469215988200104,-4.124905262763293,-12.276219993454685,16.564388740003814
WP47,4705.38421752,0.14232660340382866,2.498397029455521,130.4211701305747,85.61363355206412,7.5516822839242215,167.63533394909402,169.8049290261609,15.963331074787444,0.061160251188495315,0.27599620768833644,0.48717948717948717,137407.15000000005,84099.12999999992,0,6562.945534100987,6520.061682983703,6643.042250285588,6518.758469919987,1.2795064492742367,-4.163433026159121,-12.269818388473865,15.800140481652416
WP48,4692.626572239999,0.19286572414740288,2.3375594216450395,136.15926051047376,94.3118065189969,3.8524207439205407,196.99703298026688,349.2287308396405,23.202757256175698,0.012108198425693795,0.24724844173690333,0.5,124094.7999999999,90648.7599999999,0,6580.567631642765,6514.0993816604805,6654.099771649001,6527.014200669138,-0.07973209167673512,-3.494692381196455,-12.271120989679225,28.164341751989383
WP49,4647.585828719998,0.14601690008248086,2.4700853691343987,135.51757225689218,82.13776437726062,6.757121706272923,196.86133098026536,212.90988706523723,28.355136761237244,0.04310443675932809,0.21326437673584162,0.5,123188.65000000005,88556.29000000002,0,6548.725796274821,6518.188786424207,6626.955542069106,6523.916345536845,-0.17225324713634477,-3.708341051024376,-12.275719810661661,11.217940227743066
WP5,4730.5820008,0.10704321938319525,2.612281931785258,128.45777070139945,72.23923937458247,3.6386658059401484,213.31807074601747,440.0296891745311,16.010856179958257,0.06701509627952044,0.17288668769704113,0.5,123950.9500000001,92227.31000000004,0,6516.521393704177,6458.205080064452,6583.766979001868,6451.40238390804,-0.09441969109500505,-3.3335167811845743,-12.267245604691823,3.968232272654693
WP6,4513.767676959999,0.12872140562562734,2.53299015451675,134.19607003834508,78.4731489306373,6.233687447132779,116.05188735727543,331.0031175897283,14.664768612951143,0.056621588799136785,0.19459677840427195,0.5111111111111111,111035.32,88692.31999999995,0,6543.987808285637,6515.02866724204,6647.940100178097,6530.639089904066,-1.413151701345832,-3.6944519015710027,-12.289383122499993,6.340215303209669
WP7,4509.925527599999,0.08134216684776387,2.6427429611096427,135.16188578858018,73.2006914268832,0.05373760346117201,260.0690153416927,384.4545463295694,26.996655182061748,0.05373760346117201,0.17687820832872223,0.5,112439.68999999996,85560.85000000003,0,6439.032626971519,6403.694301922032,6486.960359925327,6401.0596264772585,-1.2697605022145515,-4.014186186939984,-12.289775419689457,2.5362546564105988
WP8,4803.079132319999,0.11068307980778078,2.564173436387634,128.5871782486799,77.1759182088125,7.042491230812982,245.1612428088729,247.3331732471527,26.986435553260307,0.05497407230743887,0.1926376637651015,0.4883720930232558,127369.74000000014,91739.9900000001,1,6535.443639326577,6500.710803609752,6599.2381761988145,6498.858900044674,0.25465099375160644,-3.3832738958770396,-12.259843388308518,7.13188434369466
WP9,4652.07541072,0.08078488040366491,2.5073273688117856,107.91921907628418,70.61299290506055,5.969287809019391,156.12298118765113,174.38817061456905,20.069126494647335,0.062231368816227206,0.14178587883321533,0.5263157894736842,115943.68999999997,86730.43999999997,0,6457.521771083745,6411.978626535595,6510.277957093321,6423.8317812260675,-0.9119895716506609,-3.894766865399396,-12.275261408284386,1.2290096483718562
