,MD(ft),PORO(v/v),Permeability(mD),RHOB(g/cm3),DTS(us/ft),DT(us/ft),PEF(B/E),RD(OHMM),RS(OHMM),ROP,DENC(g/cm3),NPHI(v/v),Zone,well_id,X,Y,Completion Zone,AI_lower(2012-01-01),AI_lower(2021-12-20),AI_upper(2012-01-01),AI_upper(2021-12-20)
11,4566.28171024,,,2.69624105136476,127.41497130754844,70.48839297318884,0.0543295007390117,353.3979154259684,577.878986018816,27.335716881744343,0.0543295007390117,0.0869609053927178,Upper,WP24,142095.82,86042.02,Lower,6477.02391393866,6514.933677765157,6385.215331822816,6388.769125804783
12,4572.84171024,,,2.534614872743868,139.16860673500045,82.80698825155233,0.0449655185870571,207.64252062348896,310.90155806094555,25.667465390669577,0.0449655185870571,0.1906425445030051,Upper,WP24,142095.82,86042.02,Lower,6477.02391393866,6514.933677765157,6385.215331822816,6388.769125804783
13,4579.401710239999,,,2.54909679594506,129.11448573655562,74.19268536271821,0.0596291575882007,174.03532785973383,206.79172541957715,28.122213885001344,0.0596291575882007,0.1426615031766549,Lower,WP24,142095.82,86042.02,Lower,6477.02391393866,6514.933677765157,6385.215331822816,6388.769125804783
14,4585.96171024,,,2.555001053006813,137.27327138933202,79.10913114786284,0.0668252103223543,91.53698806570348,87.79313166458388,23.26959391987041,0.0668252103223543,0.1648913023869276,Lower,WP24,142095.82,86042.02,Lower,6477.02391393866,6514.933677765157,6385.215331822816,6388.769125804783
15,4592.521710239999,,,2.8594011544688054,180.8368822990533,85.65563366328479,0.0392062165801062,82.63943154131864,96.53963583541508,27.35248824691178,0.0392062165801062,0.3405855238988231,Lower,WP24,142095.82,86042.02,Lower,6477.02391393866,6514.933677765157,6385.215331822816,6388.769125804783
16,4599.08171024,,,2.4359992755151785,111.821236614171,65.43162792419845,0.0324678837000801,442.4783409473486,427.0779293841712,27.32439172863352,0.0324678837000801,0.0997403876663995,Lower,WP24,142095.82,86042.02,Lower,6477.02391393866,6514.933677765157,6385.215331822816,6388.769125804783
17,4605.641710239999,,,2.729558813964348,138.08392969555047,72.88551360562897,0.0671641378354297,195.9913132215337,335.9478674983772,27.341607808344257,0.0671641378354297,0.1155016563154478,Lower,WP24,142095.82,86042.02,Lower,6477.02391393866,6514.933677765157,6385.215331822816,6388.769125804783
18,4612.20171024,,,2.435956243111003,111.82607665624572,65.43399728101637,0.0324640218176541,442.5143300135753,427.29000189910585,27.32438271757452,0.0324640218176541,0.0997532606078194,Lower,WP24,142095.82,86042.02,Lower,6477.02391393866,6514.933677765157,6385.215331822816,6388.769125804783
19,4618.76171024,,,2.4076260368117217,145.30880514712644,85.18293367266035,0.067434566736304,64.25450849757314,60.82413847668192,25.36117288132882,0.067434566736304,0.1801642684890773,Lower,WP24,142095.82,86042.02,Lower,6477.02391393866,6514.933677765157,6385.215331822816,6388.769125804783
20,4625.321710239999,,,2.2810310818167685,169.5782019433038,90.20320667739932,0.0379092696375793,41.3963163089128,39.540799564473225,27.30361271838544,0.0379092696375793,0.2211075123658416,Lower,WP24,142095.82,86042.02,Lower,6477.02391393866,6514.933677765157,6385.215331822816,6388.769125804783
21,4631.88171024,,,2.3036659184490262,182.9802439934285,87.90160445124806,0.0500710063617333,46.81005986068664,46.65523007569602,27.38410344186665,0.0500710063617333,0.2213572764615867,Lower,WP24,142095.82,86042.02,Lower,6477.02391393866,6514.933677765157,6385.215331822816,6388.769125804783
22,4638.441710239999,,,2.552762670459696,182.6538784450162,90.44531544117262,0.0191546560138798,77.61352076183637,55.17133192506676,27.38633410594276,0.0191546560138798,0.2810658940572395,Lower,WP24,142095.82,86042.02,Lower,6477.02391393866,6514.933677765157,6385.215331822816,6388.769125804783
23,4645.00171024,,,2.525737921449159,138.8258303021672,78.65925016140683,0.0807283787660987,136.65994090882455,147.2950363183611,25.367247248082705,0.0807283787660987,0.151615538020358,Lower,WP24,142095.82,86042.02,Lower,6477.02391393866,6514.933677765157,6385.215331822816,6388.769125804783
24,4651.561710239999,,,2.772323276874086,142.27969814944248,81.64736364930826,0.0496,96.48513490382518,107.67227108511774,27.354966866954307,0.0496,0.2995973135368359,Lower,WP24,142095.82,86042.02,Lower,6477.02391393866,6514.933677765157,6385.215331822816,6388.769125804783
25,4658.12171024,,,2.50895128815594,133.39652366297022,76.20668398481646,0.0693992072886522,141.38832373740894,142.29756667124605,28.437424375873945,0.0693992072886522,0.1516946092945776,Lower,WP24,142095.82,86042.02,Lower,6477.02391393866,6514.933677765157,6385.215331822816,6388.769125804783
26,4664.68171024,,,2.6185434754283787,112.1134191591756,67.16944541614323,0.0961127034493232,220.67288049986723,269.0347434621638,24.772614922589767,0.0961127034493232,0.1318863540358082,Lower,WP24,142095.82,86042.02,Lower,6477.02391393866,6514.933677765157,6385.215331822816,6388.769125804783
27,4494.588965919999,,,2.742442982128217,107.54743390048544,66.29129599147718,7.993440471927661,705.3489524012598,820.5175715645961,15.84954853263782,0.0555707148135327,0.0654805523346654,Upper,WP23,139326.01,84776.42,Upper,6556.336309928177,6640.732744934712,6472.809210419618,6469.654446494199
28,4501.14896592,0.0571839822430345,0.0162343438703716,2.901249582166634,104.8740679922514,59.09367688932752,8.744260722211173,570.5319774541257,565.4698879968176,20.833360726568305,0.0502498607222111,0.105791086221515,Upper,WP23,139326.01,84776.42,Upper,6556.336309928177,6640.732744934712,6472.809210419618,6469.654446494199
29,4507.70896592,,,2.553750056705501,119.7744308192887,69.07339513788105,6.18513549764366,210.0477473664152,226.7536234512956,24.426980718316333,0.0561954635599156,0.1111948965049051,Upper,WP23,139326.01,84776.42,Upper,6556.336309928177,6640.732744934712,6472.809210419618,6469.654446494199
30,4514.26896592,0.0990465246969696,0.0461655251166774,2.5428322678438144,125.2638890824928,72.7670027699543,6.980434749180769,147.8602760832816,159.20311619331952,26.57993206266185,0.0453042720633496,0.1509578283780808,Upper,WP23,139326.01,84776.42,Upper,6556.336309928177,6640.732744934712,6472.809210419618,6469.654446494199
31,4520.82896592,,,2.81504039580786,100.16227353473973,60.22395140241122,7.615366199395544,469.88741999994,390.4195949104882,19.988312714367257,0.0696526365269587,0.1046209982034543,Upper,WP23,139326.01,84776.42,Upper,6556.336309928177,6640.732744934712,6472.809210419618,6469.654446494199
32,4527.38896592,0.0858906606233719,0.0208995787724544,2.7625551703291933,131.66841875034893,76.29484977799724,8.39980502296273,84.24006537315178,81.22945056416283,29.9780588111926,0.1188584333136215,0.1985011336369012,Upper,WP23,139326.01,84776.42,Upper,6556.336309928177,6640.732744934712,6472.809210419618,6469.654446494199
33,4533.94896592,,,2.7552381601817952,103.8115424407272,65.62134359998231,7.628049958268343,676.1165249785134,836.2699526846693,19.77838381677897,0.0631460262012131,0.0674323940686508,Upper,WP23,139326.01,84776.42,Upper,6556.336309928177,6640.732744934712,6472.809210419618,6469.654446494199
34,4540.508965919999,0.1070733269579073,0.0228470325159679,2.8938186962231547,143.42395307606287,77.80379830484351,9.049865275036783,122.55956900203502,146.79965633011574,29.9425434220302,0.093268240305831,0.2916718233880191,Upper,WP23,139326.01,84776.42,Upper,6556.336309928177,6640.732744934712,6472.809210419618,6469.654446494199
35,4547.06896592,,,2.81084531723579,103.8893621315802,63.722263081309976,8.051721768971413,713.9987402030409,852.805376738932,20.835610509935737,0.0916488414668599,0.0597488414668599,Upper,WP23,139326.01,84776.42,Upper,6556.336309928177,6640.732744934712,6472.809210419618,6469.654446494199
36,4553.62896592,0.0827043919602783,0.0157708912966124,2.893375803263192,105.98978721281416,59.71731638747463,8.640629624006351,552.8475229388614,529.6815832462751,19.99638818435032,0.048156825379296,0.1002578242152905,Upper,WP23,139326.01,84776.42,Upper,6556.336309928177,6640.732744934712,6472.809210419618,6469.654446494199
37,4560.18896592,,,2.4941476297546825,130.1782298294817,80.3897565485668,6.798692299033144,121.569732059225,122.36686528001064,29.734977759044888,0.0566969083756729,0.2182550496530675,Upper,WP23,139326.01,84776.42,Upper,6556.336309928177,6640.732744934712,6472.809210419618,6469.654446494199
38,4566.74896592,0.1589084939542296,0.2406760426487238,2.4695113680253864,134.49306148999332,80.60727342010891,5.851732589725077,139.16232723186388,180.4974733056699,29.93204064175407,0.0665176397441659,0.1601660246226235,Upper,WP23,139326.01,84776.42,Upper,6556.336309928177,6640.732744934712,6472.809210419618,6469.654446494199
39,4573.30896592,,,2.4691802436678505,134.54938471202703,80.63925155443009,5.859380531201035,138.31343437200795,178.59562790403027,29.93263070765072,0.0658828892456369,0.160349346066242,Upper,WP23,139326.01,84776.42,Upper,6556.336309928177,6640.732744934712,6472.809210419618,6469.654446494199
40,4579.86896592,0.0813432437056578,0.0086343846884694,2.5330292702718467,130.90627422265723,76.41512703522774,7.2898939262415325,129.24934062269494,140.58100386968863,29.980263528457108,0.01876907756869,0.2166736168646602,Upper,WP23,139326.01,84776.42,Upper,6556.336309928177,6640.732744934712,6472.809210419618,6469.654446494199
41,4586.428965919999,,,2.806589606376823,105.65862620323584,64.99491318064375,8.085796645595396,710.5957764688568,838.5587250387586,18.42670782920269,0.0818499425360116,0.0616160896424503,Upper,WP23,139326.01,84776.42,Upper,6556.336309928177,6640.732744934712,6472.809210419618,6469.654446494199
42,4592.98896592,0.0675026708322364,0.0236010608629495,2.6994040221121645,104.60766891425352,66.37092051731669,7.521409377964186,657.3062515471082,782.0071214188474,18.32895818839197,0.0415322316529079,0.0695945046349199,Upper,WP23,139326.01,84776.42,Upper,6556.336309928177,6640.732744934712,6472.809210419618,6469.654446494199
43,4599.548965919999,,,2.911966282823961,140.8864219047806,77.09909795818464,8.398295040431396,135.5440217602314,171.01205114244834,29.964231873085,0.1443659365424995,0.3015640217602314,Upper,WP23,139326.01,84776.42,Upper,6556.336309928177,6640.732744934712,6472.809210419618,6469.654446494199
44,4606.10896592,0.0388664768140684,0.054165956830668,2.9555291417568785,142.98143000946584,77.47498729522347,9.131795602094762,127.47412278654846,148.86066850797823,29.942612574729363,0.1156009201099147,0.2959611997727472,Upper,WP23,139326.01,84776.42,Upper,6556.336309928177,6640.732744934712,6472.809210419618,6469.654446494199
45,4612.66896592,,,2.912403403655762,140.89636026115642,77.10028189852906,8.402206271926394,135.52916536594793,170.91411322013388,29.96410845073249,0.1443042253662453,0.3015491653659479,Upper,WP23,139326.01,84776.42,Upper,6556.336309928177,6640.732744934712,6472.809210419618,6469.654446494199
46,4619.22896592,0.0829142094577423,1.0000000000000004e-06,2.717350286823905,100.942548311129,65.42312849710953,7.180733651037403,643.7470580062294,849.5136570942104,22.24914366670409,0.0565977054087583,0.0742480741823507,Lower,WP23,139326.01,84776.42,Upper,6556.336309928177,6640.732744934712,6472.809210419618,6469.654446494199
47,4625.78896592,,,2.5220500373359283,108.39255929705013,65.52734614082273,6.220698438679374,233.0750247774796,222.6149650399948,22.37110036657093,0.0609501527378873,0.0922501052194335,Lower,WP23,139326.01,84776.42,Upper,6556.336309928177,6640.732744934712,6472.809210419618,6469.654446494199
48,4632.34896592,0.0453675955067562,0.0907144504538302,2.8881189156616065,147.8959684095516,79.14076042484488,10.11387347061738,104.07180889430144,105.81438396281632,29.91250081071155,0.0213673182490649,0.2762003973522552,Lower,WP23,139326.01,84776.42,Upper,6556.336309928177,6640.732744934712,6472.809210419618,6469.654446494199
49,4638.90896592,,,2.389775413243834,132.23486078919842,83.7209515948768,6.3379831115081,163.86125369430502,117.84388887776028,29.97717933880986,0.0318844811772296,0.192648280781952,Lower,WP23,139326.01,84776.42,Upper,6556.336309928177,6640.732744934712,6472.809210419618,6469.654446494199
50,4645.468965919999,0.1690459188987609,1.7963419146913036,2.381631280466411,131.3171881911792,79.45331732799814,5.742448550838215,180.580347499252,213.8071691273512,29.89006449499312,0.0266247654457553,0.1714710100137705,Lower,WP23,139326.01,84776.42,Upper,6556.336309928177,6640.732744934712,6472.809210419618,6469.654446494199
51,4652.02896592,,,2.309492266097141,131.8365261063339,78.65134332679247,5.904749662039264,140.78895550482332,119.61697634530866,28.80304085455207,0.0389236388215326,0.2055823781895844,Lower,WP23,139326.01,84776.42,Upper,6556.336309928177,6640.732744934712,6472.809210419618,6469.654446494199
52,4658.588965919999,0.0593820407793499,0.0180225965760021,2.866391856270317,106.58298741345529,60.56755589379389,8.558981597195558,521.734711905664,468.5641144508322,18.202671554539368,0.0400787943230787,0.0976014278176733,Lower,WP23,139326.01,84776.42,Upper,6556.336309928177,6640.732744934712,6472.809210419618,6469.654446494199
53,4665.14896592,,,2.474666314332164,122.86719238815974,74.73423749363204,6.2542981304127565,365.6296336926685,417.29580476920944,25.064544922767315,0.0402723463669597,0.1432414666916147,Lower,WP23,139326.01,84776.42,Upper,6556.336309928177,6640.732744934712,6472.809210419618,6469.654446494199
54,4671.70896592,0.1824080462234674,2.249103968419247,2.3131451977995563,131.75727490742565,78.22211286487473,6.033833288687521,,,29.109134542942204,0.0290402592681608,0.1728328103324302,Lower,WP23,139326.01,84776.42,Upper,6556.336309928177,6640.732744934712,6472.809210419618,6469.654446494199
55,4678.26896592,,,2.191261729802244,132.956781239298,82.77549631984807,5.103791386983019,90.35053214243756,125.58675335674684,29.96111722003492,0.0416987652839743,0.1350938264198715,Lower,WP23,139326.01,84776.42,Upper,6556.336309928177,6640.732744934712,6472.809210419618,6469.654446494199
56,4684.82896592,0.2240107332883809,16.989034820929803,2.211986616251595,134.9638655387951,84.64699180689206,5.252415549484565,,,27.6556206667461,0.035298737247767,0.1784292930012759,Lower,WP23,139326.01,84776.42,Upper,6556.336309928177,6640.732744934712,6472.809210419618,6469.654446494199
57,4691.38896592,,,2.290793941545536,145.39827702464584,90.51845890627528,5.767044090873639,142.4429182977839,125.8890229675548,29.33622807026033,0.0345418722846807,0.2262018772675803,Lower,WP23,139326.01,84776.42,Upper,6556.336309928177,6640.732744934712,6472.809210419618,6469.654446494199
58,4697.94896592,0.2492413778709432,50.04472843513005,2.2340065025728,144.83197143020445,90.65374588631688,5.32779903589922,,,29.98511089639808,0.0257934974271997,0.2325337357446122,Lower,WP23,139326.01,84776.42,Upper,6556.336309928177,6640.732744934712,6472.809210419618,6469.654446494199
59,4704.508965919999,,,2.151908315336868,135.05253752970862,85.3605825508586,6.131987245707054,13.003330136360278,25.058257822745382,28.91533959313129,0.0223,0.1599620637714647,Lower,WP23,139326.01,84776.42,Upper,6556.336309928177,6640.732744934712,6472.809210419618,6469.654446494199
60,4711.06896592,0.2290301445842289,41.754774306858,2.312931626622168,144.5507247812743,89.46361069759452,5.828983413971505,138.57542852811116,118.04928127607336,29.576203250474936,0.0367914805304536,0.228628953327771,Lower,WP23,139326.01,84776.42,Upper,6556.336309928177,6640.732744934712,6472.809210419618,6469.654446494199
61,4717.62896592,,,2.175545398604724,151.75038495285418,95.50292320123285,5.194422991810336,,,29.963293413164127,0.0417987996360149,0.2082425977554256,Lower,WP23,139326.01,84776.42,Upper,6556.336309928177,6640.732744934712,6472.809210419618,6469.654446494199
62,4724.18896592,0.1650503114378998,1.4263531395967624,2.4547401094992165,124.8625681464788,75.59912481888962,6.096179793600551,375.7486083968054,365.2444150779107,29.98899127934339,0.056198936505292,0.1519558492208935,Lower,WP23,139326.01,84776.42,Upper,6556.336309928177,6640.732744934712,6472.809210419618,6469.654446494199
63,4730.74896592,,,2.807464646092725,105.60065413628942,64.9580161298017,8.086633282314361,710.6188182670184,838.9748489412742,18.50031540204453,0.0823958137067475,0.061528311363739,Lower,WP23,139326.01,84776.42,Upper,6556.336309928177,6640.732744934712,6472.809210419618,6469.654446494199
64,4737.30896592,0.0807067751829605,0.0073194067588446,2.7678101464243228,138.37962492761744,80.2926118248762,8.997727107825726,112.80444733748764,144.3305255764308,29.980497917400363,0.0530624158630579,0.3330784899602633,Lower,WP23,139326.01,84776.42,Upper,6556.336309928177,6640.732744934712,6472.809210419618,6469.654446494199
65,4435.008038159999,0.124279,,2.515232146338395,,67.65214532836384,5.669299967508313,132.1456979324,140.7251684800827,17.649081179921655,0.0764832966153524,0.1371423886770688,Upper,WP16,112898.58,91601.46,Lower,6503.44860350336,6597.02309506022,6481.076195372713,6499.212769803559
66,4441.56803816,,,2.589577117631729,,65.51332867726556,5.960774179354003,184.0451160630652,197.53124007007244,18.964293656457443,0.0761619081712427,0.1059266182651309,Upper,WP16,112898.58,91601.46,Lower,6503.44860350336,6597.02309506022,6481.076195372713,6499.212769803559
67,4448.12803816,0.0952762816576445,,2.5918995302430634,,73.15033470378587,6.188472577446629,194.462433903514,200.67234878468057,21.41107485112344,0.0676637403903812,0.1223150322219556,Upper,WP16,112898.58,91601.46,Lower,6503.44860350336,6597.02309506022,6481.076195372713,6499.212769803559
68,4454.688038159999,,,2.599825926034911,,69.40588597159929,6.015693424017615,207.17897066362625,250.33444364340284,21.74446217191698,0.0692337445774492,0.1058600823469099,Upper,WP16,112898.58,91601.46,Lower,6503.44860350336,6597.02309506022,6481.076195372713,6499.212769803559
69,4461.24803816,0.0982359142040271,,2.566542359660005,,77.86113085689996,6.375240060273725,162.55789833415406,167.8386320232339,20.91514000282867,0.05695641155853,0.1245741498014511,Upper,WP16,112898.58,91601.46,Lower,6503.44860350336,6597.02309506022,6481.076195372713,6499.212769803559
70,4467.808038159999,,,2.5374314185662845,,66.1534054324627,6.17994438754862,193.5132138521008,243.1423169760246,19.821992311395302,0.0722005120624252,0.1032556124513806,Upper,WP16,112898.58,91601.46,Lower,6503.44860350336,6597.02309506022,6481.076195372713,6499.212769803559
71,4474.36803816,0.0978945372189108,,2.520405776755817,,79.91737961147608,6.348272645349143,162.61807596108957,165.65396753038763,21.42614125195109,0.0447650837513008,0.2159640557415808,Upper,WP16,112898.58,91601.46,Lower,6503.44860350336,6597.02309506022,6481.076195372713,6499.212769803559
72,4480.928038159999,,,2.506700260542452,,72.34627483159917,5.762925168400826,141.24398146936758,133.7907767972127,22.523648621741604,0.0603001042169806,0.1440934864387095,Upper,WP16,112898.58,91601.46,Lower,6503.44860350336,6597.02309506022,6481.076195372713,6499.212769803559
73,4487.48803816,0.1520794596547886,,2.413398899796046,,83.71151613556243,5.782597130930342,74.51454426929709,76.14956205326312,14.894493851666926,0.066190098164418,0.2019055010197677,Upper,WP16,112898.58,91601.46,Lower,6503.44860350336,6597.02309506022,6481.076195372713,6499.212769803559
74,4494.048038159999,,,2.4044404782116784,,87.16775729696441,5.672727815505747,61.30596526603165,59.51330362200142,19.85483050721713,0.0569628430956721,0.1931403013581863,Upper,WP16,112898.58,91601.46,Lower,6503.44860350336,6597.02309506022,6481.076195372713,6499.212769803559
75,4500.60803816,0.1047633232385554,,2.505456347514628,,60.71032725233252,5.854947163876443,202.2178976095093,244.839597686996,20.002917016741343,0.0604444628063886,0.1126428421643561,Upper,WP16,112898.58,91601.46,Lower,6503.44860350336,6597.02309506022,6481.076195372713,6499.212769803559
76,4507.16803816,,,2.693151505706412,,78.74807872873761,7.268472282256351,212.68808541566293,325.9037510331668,19.809639854396885,0.0718666464440119,0.2831257073522326,Upper,WP16,112898.58,91601.46,Lower,6503.44860350336,6597.02309506022,6481.076195372713,6499.212769803559
77,4513.728038159999,0.1339754005541015,,2.470859367887716,,79.68201094496568,6.183443859530437,126.318116650166,117.92302374934872,24.224694600779365,0.0426105244889756,0.1996670905596328,Upper,WP16,112898.58,91601.46,Lower,6503.44860350336,6597.02309506022,6481.076195372713,6499.212769803559
78,4520.28803816,,,2.4348895529555907,,77.47462181891338,6.01891032538209,190.47572357715623,220.53876488785872,20.058631103294456,0.045069853546509,0.1410226893100617,Upper,WP16,112898.58,91601.46,Lower,6503.44860350336,6597.02309506022,6481.076195372713,6499.212769803559
79,4526.848038159999,0.1684202222340725,,2.412614816003509,,88.6148958705209,5.630024153880035,86.95465384704707,108.73066694883492,19.862856239173603,0.0541515413277778,0.1788022445592733,Upper,WP16,112898.58,91601.46,Lower,6503.44860350336,6597.02309506022,6481.076195372713,6499.212769803559
80,4533.40803816,,,2.422950120612635,,74.4517943490725,5.570213424379596,93.48997587747304,90.45963516289105,20.966909918939187,0.0488103726865971,0.1575219514995427,Upper,WP16,112898.58,91601.46,Lower,6503.44860350336,6597.02309506022,6481.076195372713,6499.212769803559
81,4539.968038159999,0.1843584507309358,,2.4044745669471457,,87.15458078325152,5.671451922835404,61.37986477470518,59.58586393035302,19.85736159582557,0.0570127587440348,0.1930599493388708,Upper,WP16,112898.58,91601.46,Lower,6503.44860350336,6597.02309506022,6481.076195372713,6499.212769803559
82,4546.52803816,,,2.4037822926604577,,86.19524209414855,5.56947264467503,67.80638797833606,69.06502252581562,19.96072268198016,0.0595794809070662,0.1891006488661671,Upper,WP16,112898.58,91601.46,Lower,6503.44860350336,6597.02309506022,6481.076195372713,6499.212769803559
83,4553.088038159999,0.0882064611454709,,2.590864511327022,,69.06485343523315,6.173888275095525,207.8334194156134,254.20115679246976,21.28063618618841,0.0623975938506884,0.111323501618146,Upper,WP16,112898.58,91601.46,Lower,6503.44860350336,6597.02309506022,6481.076195372713,6499.212769803559
84,4559.64803816,,,2.6401388595852,,68.00753171152292,6.9378815569231,162.23854219766147,172.19342579220702,19.799878419425514,0.0766309203349552,0.1052493179337877,Upper,WP16,112898.58,91601.46,Lower,6503.44860350336,6597.02309506022,6481.076195372713,6499.212769803559
85,4566.20803816,0.0697697380779302,,2.601603848856749,,70.51425959575822,6.578570246093645,251.7484024618268,262.37257294014006,23.44381286502445,0.0577046397188333,0.1976474868223377,Lower,WP16,112898.58,91601.46,Lower,6503.44860350336,6597.02309506022,6481.076195372713,6499.212769803559
86,4572.768038159999,,,2.6911233723212167,,70.97232811099785,6.819824073848006,486.69907509616286,700.0937126619137,16.68787008689833,0.0621284473663575,0.0715965275335589,Lower,WP16,112898.58,91601.46,Lower,6503.44860350336,6597.02309506022,6481.076195372713,6499.212769803559
87,4579.32803816,0.0743146290461974,,2.587084910456647,,67.00480552695659,6.115247036595163,215.3461457885793,274.6538950671913,19.81374981862309,0.0760142183849561,0.099088080886696,Lower,WP16,112898.58,91601.46,Lower,6503.44860350336,6597.02309506022,6481.076195372713,6499.212769803559
88,4585.888038159999,,,2.465169883871877,,66.81713054983061,5.794443704519709,111.8898670074341,125.58108948219744,19.622083558982776,0.065071705295255,0.1673912590960581,Lower,WP16,112898.58,91601.46,Lower,6503.44860350336,6597.02309506022,6481.076195372713,6499.212769803559
89,4592.44803816,0.1648734489906505,,2.4454108222755058,,72.59224600485649,5.855652881063312,141.9824296905107,149.23848059375604,20.66810516429164,0.0369820901830883,0.1418470132693931,Lower,WP16,112898.58,91601.46,Lower,6503.44860350336,6597.02309506022,6481.076195372713,6499.212769803559
90,4599.008038159999,,,2.41966146897991,,79.32191817739385,5.410849860157887,115.15303175417353,124.1469597588704,18.30544530842789,0.0499332376447472,0.165958829302888,Lower,WP16,112898.58,91601.46,Lower,6503.44860350336,6597.02309506022,6481.076195372713,6499.212769803559
91,4605.56803816,0.2101221374993085,,2.3437006741833204,,84.46094183651937,5.202646907550422,59.85941082240279,58.17957497138512,20.01415019053007,0.0564496922206581,0.2011503664039783,Lower,WP16,112898.58,91601.46,Lower,6503.44860350336,6597.02309506022,6481.076195372713,6499.212769803559
92,4612.12803816,,,2.299164863289581,,89.94210247192365,5.211079021675194,42.33915682743796,41.78297265791623,19.74670621602447,0.0477324316447906,0.2213421294853542,Lower,WP16,112898.58,91601.46,Lower,6503.44860350336,6597.02309506022,6481.076195372713,6499.212769803559
93,4618.688038159999,0.2180180112066827,,2.3563535950628967,,85.22805710093013,5.279734924904325,63.86915410284787,66.29094271473105,21.782051632758577,0.0635519032685922,0.2099502718955131,Lower,WP16,112898.58,91601.46,Lower,6503.44860350336,6597.02309506022,6481.076195372713,6499.212769803559
94,4625.24803816,,,2.3180960824569423,,83.30598694824535,5.281557657540801,54.91719966373185,51.06982465325315,21.981163006992524,0.0400647421124812,0.200557100546792,Lower,WP16,112898.58,91601.46,Lower,6503.44860350336,6597.02309506022,6481.076195372713,6499.212769803559
95,4631.808038159999,0.2341378890926591,,2.295630573964551,,86.82731741686756,5.193698602524822,48.37656450303743,48.67312900607487,18.48620667492094,0.0515419009177024,0.224296406050011,Lower,WP16,112898.58,91601.46,Lower,6503.44860350336,6597.02309506022,6481.076195372713,6499.212769803559
