,MD(ft),PORO(v/v),RHOB(g/cm3),DTS(us/ft),DT(us/ft),PEF(B/E),RD(OHMM),RS(OHMM),ROP,DENC(g/cm3),NPHI(v/v),Zone,X,Y,Completion Zone,AI_lower(2012-01-01),AI_upper(2012-01-01),AI_lower(2021-12-20),AI_upper(2021-12-20),scaled_X,scaled_Y,scaled_MD,perm_est,well_id
11,4566.28171024,0.05145960440624786,2.69624105136476,127.41497130754844,70.48839297318884,0.0543295007390117,353.3979154259684,577.878986018816,27.335716881744343,0.0543295007390117,0.0869609053927178,1.0,142095.82,86042.02,0,6478.848602896208,6386.648689216889,6516.903185622658,6390.063397042384,1.7582364233059147,-3.9650570092403767,-12.284021251908024,0.2726215439119794,WP24
12,4572.84171024,0.09200507085032145,2.534614872743868,139.16860673500045,82.80698825155233,0.0449655185870571,207.64252062348896,310.90155806094555,25.667465390669577,0.0449655185870571,0.1906425445030051,1.0,142095.82,86042.02,0,6478.848602896208,6386.648689216889,6516.903185622658,6390.063397042384,1.7582364233059147,-3.9650570092403767,-12.28335145244898,1.7003602789621415,WP24
13,4579.401710239999,0.08542303650341915,2.54909679594506,129.11448573655562,74.19268536271821,0.0596291575882007,174.03532785973383,206.79172541957715,28.122213885001344,0.0596291575882007,0.1426615031766549,0.0,142095.82,86042.02,0,6478.848602896208,6386.648689216889,6516.903185622658,6390.063397042384,1.7582364233059147,-3.9650570092403767,-12.282681652989933,1.3413959912961069,WP24
14,4585.96171024,0.09116959687073653,2.555001053006813,137.27327138933202,79.10913114786284,0.0668252103223543,91.53698806570348,87.79313166458388,23.26959391987041,0.0668252103223543,0.1648913023869276,0.0,142095.82,86042.02,0,6478.848602896208,6386.648689216889,6516.903185622658,6390.063397042384,1.7582364233059147,-3.9650570092403767,-12.282011853530886,1.6514176211228755,WP24
15,4592.521710239999,0.1333542256344688,2.8594011544688054,180.8368822990533,85.65563366328479,0.0392062165801062,82.63943154131864,96.53963583541508,27.35248824691178,0.0392062165801062,0.3405855238988231,0.0,142095.82,86042.02,0,6478.848602896208,6386.648689216889,6516.903185622658,6390.063397042384,1.7582364233059147,-3.9650570092403767,-12.281342054071839,5.6834180611655425,WP24
16,4599.08171024,0.08190230707416915,2.4359992755151785,111.821236614171,65.43162792419845,0.0324678837000801,442.4783409473486,427.0779293841712,27.32439172863352,0.0324678837000801,0.0997403876663995,0.0,142095.82,86042.02,0,6478.848602896208,6386.648689216889,6516.903185622658,6390.063397042384,1.7582364233059147,-3.9650570092403767,-12.280672254612792,1.173229890987384,WP24
17,4605.641710239999,0.06008927691778555,2.729558813964348,138.08392969555047,72.88551360562897,0.0671641378354297,195.9913132215337,335.9478674983772,27.341607808344257,0.0671641378354297,0.1155016563154478,0.0,142095.82,86042.02,0,6478.848602896208,6386.648689216889,6516.903185622658,6390.063397042384,1.7582364233059147,-3.9650570092403767,-12.280002455153745,0.44206917224523035,WP24
18,4612.20171024,0.08198191582815048,2.435956243111003,111.82607665624572,65.43399728101637,0.0324640218176541,442.5143300135753,427.29000189910585,27.32438271757452,0.0324640218176541,0.0997532606078194,0.0,142095.82,86042.02,0,6478.848602896208,6386.648689216889,6516.903185622658,6390.063397042384,1.7582364233059147,-3.9650570092403767,-12.279332655694699,1.1768584265809225,WP24
19,4618.76171024,0.11780268392856269,2.4076260368117217,145.30880514712644,85.18293367266035,0.067434566736304,64.25450849757314,60.82413847668192,25.36117288132882,0.067434566736304,0.1801642684890773,0.0,142095.82,86042.02,0,6478.848602896208,6386.648689216889,6516.903185622658,6390.063397042384,1.7582364233059147,-3.9650570092403767,-12.278662856235654,3.7809992947771263,WP24
20,4625.321710239999,0.16464958286818243,2.2810310818167685,169.5782019433038,90.20320667739932,0.0379092696375793,41.3963163089128,39.540799564473225,27.30361271838544,0.0379092696375793,0.2211075123658416,0.0,142095.82,86042.02,0,6478.848602896208,6386.648689216889,6516.903185622658,6390.063397042384,1.7582364233059147,-3.9650570092403767,-12.277993056776607,11.513756005523792,WP24
21,4631.88171024,0.15592275887561716,2.3036659184490262,182.9802439934285,87.90160445124806,0.0500710063617333,46.81005986068664,46.65523007569602,27.38410344186665,0.0500710063617333,0.2213572764615867,0.0,142095.82,86042.02,0,6478.848602896208,6386.648689216889,6516.903185622658,6390.063397042384,1.7582364233059147,-3.9650570092403767,-12.277323257317558,9.577158073102797,WP24
22,4638.441710239999,0.16431353613255534,2.552762670459696,182.6538784450162,90.44531544117262,0.0191546560138798,77.61352076183637,55.17133192506676,27.38633410594276,0.0191546560138798,0.2810658940572395,0.0,142095.82,86042.02,0,6478.848602896208,6386.648689216889,6516.903185622658,6390.063397042384,1.7582364233059147,-3.9650570092403767,-12.276653457858513,11.434200302941038,WP24
23,4645.00171024,0.08146168275214012,2.525737921449159,138.8258303021672,78.65925016140683,0.0807283787660987,136.65994090882455,147.2950363183611,25.367247248082705,0.0807283787660987,0.151615538020358,0.0,142095.82,86042.02,0,6478.848602896208,6386.648689216889,6516.903185622658,6390.063397042384,1.7582364233059147,-3.9650570092403767,-12.275983658399467,1.1532888164073785,WP24
24,4651.561710239999,0.11746941996553294,2.772323276874086,142.27969814944248,81.64736364930826,0.0496,96.48513490382518,107.67227108511774,27.354966866954307,0.0496,0.2995973135368359,0.0,142095.82,86042.02,0,6478.848602896208,6386.648689216889,6516.903185622658,6390.063397042384,1.7582364233059147,-3.9650570092403767,-12.27531385894042,3.746169748478551,WP24
25,4658.12171024,0.08933252457262435,2.50895128815594,133.39652366297022,76.20668398481646,0.0693992072886522,141.38832373740894,142.29756667124605,28.437424375873945,0.0693992072886522,0.1516946092945776,0.0,142095.82,86042.02,0,6478.848602896208,6386.648689216889,6516.903185622658,6390.063397042384,1.7582364233059147,-3.9650570092403767,-12.274644059481373,1.5473254744620673,WP24
26,4664.68171024,0.037477378657501614,2.6185434754283787,112.1134191591756,67.16944541614323,0.0961127034493232,220.67288049986723,269.0347434621638,24.772614922589767,0.0961127034493232,0.1318863540358082,0.0,142095.82,86042.02,0,6478.848602896208,6386.648689216889,6516.903185622658,6390.063397042384,1.7582364233059147,-3.9650570092403767,-12.273974260022328,0.10227234992337189,WP24
27,4494.588965919999,0.04668256557868457,2.742442982128217,107.54743390048544,66.29129599147718,7.993440471927661,705.3489524012598,820.5175715645961,15.84954853263782,0.0555707148135327,0.0654805523346654,1.0,139326.01,84776.42,1,6555.912365920554,6471.888508956215,6640.044191233952,6468.86700777801,1.475428917259919,-4.094279295119846,-12.291341337481668,0.20149375108177398,WP23
28,4501.14896592,0.0571839822430345,2.901249582166634,104.8740679922514,59.09367688932752,8.744260722211173,570.5319774541257,565.4698879968176,20.833360726568305,0.0502498607222111,0.105791086221515,1.0,139326.01,84776.42,1,6555.912365920554,6471.888508956215,6640.044191233952,6468.86700777801,1.475428917259919,-4.094279295119846,-12.290671538022622,0.378653336955105,WP23
29,4507.70896592,0.0860814485371348,2.553750056705501,119.7744308192887,69.07339513788105,6.18513549764366,210.0477473664152,226.7536234512956,24.426980718316333,0.0561954635599156,0.1111948965049051,1.0,139326.01,84776.42,1,6555.912365920554,6471.888508956215,6640.044191233952,6468.86700777801,1.475428917259919,-4.094279295119846,-12.290001738563575,1.3746312681337491,WP23
30,4514.26896592,0.0990465246969696,2.5428322678438144,125.2638890824928,72.7670027699543,6.980434749180769,147.8602760832816,159.20311619331952,26.57993206266185,0.0453042720633496,0.1509578283780808,1.0,139326.01,84776.42,1,6555.912365920554,6471.888508956215,6640.044191233952,6468.86700777801,1.475428917259919,-4.094279295119846,-12.289331939104528,2.154693496319749,WP23
31,4520.82896592,0.046180009520310816,2.81504039580786,100.16227353473973,60.22395140241122,7.615366199395544,469.88741999994,390.4195949104882,19.988312714367257,0.0696526365269587,0.1046209982034543,1.0,139326.01,84776.42,1,6555.912365920554,6471.888508956215,6640.044191233952,6468.86700777801,1.475428917259919,-4.094279295119846,-12.288662139645483,0.1948505871831285,WP23
32,4527.38896592,0.0858906606233719,2.7625551703291933,131.66841875034893,76.29484977799724,8.39980502296273,84.24006537315178,81.22945056416283,29.9780588111926,0.1188584333136215,0.1985011336369012,1.0,139326.01,84776.42,1,6555.912365920554,6471.888508956215,6640.044191233952,6468.86700777801,1.475428917259919,-4.094279295119846,-12.287992340186435,1.3649415120594925,WP23
33,4533.94896592,0.04713111393700192,2.7552381601817952,103.8115424407272,65.62134359998231,7.628049958268343,676.1165249785134,836.2699526846693,19.77838381677897,0.0631460262012131,0.0674323940686508,1.0,139326.01,84776.42,1,6555.912365920554,6471.888508956215,6640.044191233952,6468.86700777801,1.475428917259919,-4.094279295119846,-12.287322540727388,0.20755314848005962,WP23
34,4540.508965919999,0.1070733269579073,2.8938186962231547,143.42395307606287,77.80379830484351,9.049865275036783,122.55956900203502,146.79965633011574,29.9425434220302,0.093268240305831,0.2916718233880191,1.0,139326.01,84776.42,1,6555.912365920554,6471.888508956215,6640.044191233952,6468.86700777801,1.475428917259919,-4.094279295119846,-12.286652741268343,2.7713080564257884,WP23
35,4547.06896592,0.034852421046181914,2.81084531723579,103.8893621315802,63.722263081309976,8.051721768971413,713.9987402030409,852.805376738932,20.835610509935737,0.0916488414668599,0.0597488414668599,1.0,139326.01,84776.42,1,6555.912365920554,6471.888508956215,6640.044191233952,6468.86700777801,1.475428917259919,-4.094279295119846,-12.285982941809296,0.0818057649504289,WP23
36,4553.62896592,0.0827043919602783,2.893375803263192,105.98978721281416,59.71731638747463,8.640629624006351,552.8475229388614,529.6815832462751,19.99638818435032,0.048156825379296,0.1002578242152905,1.0,139326.01,84776.42,1,6555.912365920554,6471.888508956215,6640.044191233952,6468.86700777801,1.475428917259919,-4.094279295119846,-12.28531314235025,1.2101510893053156,WP23
37,4560.18896592,0.10703185947290264,2.4941476297546825,130.1782298294817,80.3897565485668,6.798692299033144,121.569732059225,122.36686528001064,29.734977759044888,0.0566969083756729,0.2182550496530675,1.0,139326.01,84776.42,1,6555.912365920554,6471.888508956215,6640.044191233952,6468.86700777801,1.475428917259919,-4.094279295119846,-12.284643342891203,2.7678323947761205,WP23
38,4566.74896592,0.1589084939542296,2.4695113680253864,134.49306148999332,80.60727342010891,5.851732589725077,139.16232723186388,180.4974733056699,29.93204064175407,0.0665176397441659,0.1601660246226235,1.0,139326.01,84776.42,1,6555.912365920554,6471.888508956215,6640.044191233952,6468.86700777801,1.475428917259919,-4.094279295119846,-12.283973543432156,10.210037701820548,WP23
39,4573.30896592,0.11338915464350802,2.4691802436678505,134.54938471202703,80.63925155443009,5.859380531201035,138.31343437200795,178.59562790403027,29.93263070765072,0.0658828892456369,0.160349346066242,1.0,139326.01,84776.42,1,6555.912365920554,6471.888508956215,6640.044191233952,6468.86700777801,1.475428917259919,-4.094279295119846,-12.283303743973109,3.3382663032700295,WP23
40,4579.86896592,0.0813432437056578,2.5330292702718467,130.90627422265723,76.41512703522774,7.2898939262415325,129.24934062269494,140.58100386968863,29.980263528457108,0.01876907756869,0.2166736168646602,1.0,139326.01,84776.42,1,6555.912365920554,6471.888508956215,6640.044191233952,6468.86700777801,1.475428917259919,-4.094279295119846,-12.282633944514062,1.1479696815749845,WP23
41,4586.428965919999,0.0373376781512641,2.806589606376823,105.65862620323584,64.99491318064375,8.085796645595396,710.5957764688568,838.5587250387586,18.42670782920269,0.0818499425360116,0.0616160896424503,1.0,139326.01,84776.42,1,6555.912365920554,6471.888508956215,6640.044191233952,6468.86700777801,1.475428917259919,-4.094279295119846,-12.281964145055015,0.10110356753219643,WP23
42,4592.98896592,0.0675026708322364,2.6994040221121645,104.60766891425352,66.37092051731669,7.521409377964186,657.3062515471082,782.0071214188474,18.32895818839197,0.0415322316529079,0.0695945046349199,1.0,139326.01,84776.42,1,6555.912365920554,6471.888508956215,6640.044191233952,6468.86700777801,1.475428917259919,-4.094279295119846,-12.28129434559597,0.6367078168788852,WP23
43,4599.548965919999,0.04862797971694277,2.911966282823961,140.8864219047806,77.09909795818464,8.398295040431396,135.5440217602314,171.01205114244834,29.964231873085,0.1443659365424995,0.3015640217602314,1.0,139326.01,84776.42,1,6555.912365920554,6471.888508956215,6640.044191233952,6468.86700777801,1.475428917259919,-4.094279295119846,-12.280624546136924,0.22868118619044764,WP23
44,4606.10896592,0.0388664768140684,2.9555291417568785,142.98143000946584,77.47498729522347,9.131795602094762,127.47412278654846,148.86066850797823,29.942612574729363,0.1156009201099147,0.2959611997727472,1.0,139326.01,84776.42,1,6555.912365920554,6471.888508956215,6640.044191233952,6468.86700777801,1.475428917259919,-4.094279295119846,-12.279954746677877,0.11440119937848932,WP23
45,4612.66896592,0.04877769090173198,2.912403403655762,140.89636026115642,77.10028189852906,8.402206271926394,135.52916536594793,170.91411322013388,29.96410845073249,0.1443042253662453,0.3015491653659479,1.0,139326.01,84776.42,1,6555.912365920554,6471.888508956215,6640.044191233952,6468.86700777801,1.475428917259919,-4.094279295119846,-12.27928494721883,0.2308724769953547,WP23
46,4619.22896592,0.0829142094577423,2.717350286823905,100.942548311129,65.42312849710953,7.180733651037403,643.7470580062294,849.5136570942104,22.24914366670409,0.0565977054087583,0.0742480741823507,0.0,139326.01,84776.42,1,6555.912365920554,6471.888508956215,6640.044191233952,6468.86700777801,1.475428917259919,-4.094279295119846,-12.278615147759783,1.2199428026468984,WP23
47,4625.78896592,0.0936365914891972,2.5220500373359283,108.39255929705013,65.52734614082273,6.220698438679374,233.0750247774796,222.6149650399948,22.37110036657093,0.0609501527378873,0.0922501052194335,0.0,139326.01,84776.42,1,6555.912365920554,6471.888508956215,6640.044191233952,6468.86700777801,1.475428917259919,-4.094279295119846,-12.277945348300737,1.7988898286732973,WP23
48,4632.34896592,0.0453675955067562,2.8881189156616065,147.8959684095516,79.14076042484488,10.11387347061738,104.07180889430144,105.81438396281632,29.91250081071155,0.0213673182490649,0.2762003973522552,0.0,139326.01,84776.42,1,6555.912365920554,6471.888508956215,6640.044191233952,6468.86700777801,1.475428917259919,-4.094279295119846,-12.27727554884169,0.1844324974727437,WP23
49,4638.90896592,0.14505899630583066,2.389775413243834,132.23486078919842,83.7209515948768,6.3379831115081,163.86125369430502,117.84388887776028,29.97717933880986,0.0318844811772296,0.192648280781952,0.0,139326.01,84776.42,1,6555.912365920554,6471.888508956215,6640.044191233952,6468.86700777801,1.475428917259919,-4.094279295119846,-12.276605749382645,7.516821134258423,WP23
50,4645.468965919999,0.1690459188987609,2.381631280466411,131.3171881911792,79.45331732799814,5.742448550838215,180.580347499252,213.8071691273512,29.89006449499312,0.0266247654457553,0.1714710100137705,0.0,139326.01,84776.42,1,6555.912365920554,6471.888508956215,6640.044191233952,6468.86700777801,1.475428917259919,-4.094279295119846,-12.275935949923598,12.593096355079334,WP23
51,4652.02896592,0.15177006973058374,2.309492266097141,131.8365261063339,78.65134332679247,5.904749662039264,140.78895550482332,119.61697634530866,28.80304085455207,0.0389236388215326,0.2055823781895844,0.0,139326.01,84776.42,1,6555.912365920554,6471.888508956215,6640.044191233952,6468.86700777801,1.475428917259919,-4.094279295119846,-12.27526615046455,8.74588415759139,WP23
52,4658.588965919999,0.0593820407793499,2.866391856270317,106.58298741345529,60.56755589379389,8.558981597195558,521.734711905664,468.5641144508322,18.202671554539368,0.0400787943230787,0.0976014278176733,0.0,139326.01,84776.42,1,6555.912365920554,6471.888508956215,6640.044191233952,6468.86700777801,1.475428917259919,-4.094279295119846,-12.274596351005505,0.4260016966927214,WP23
53,4665.14896592,0.11033181787730488,2.474666314332164,122.86719238815974,74.73423749363204,6.2542981304127565,365.6296336926685,417.29580476920944,25.064544922767315,0.0402723463669597,0.1432414666916147,0.0,139326.01,84776.42,1,6555.912365920554,6471.888508956215,6640.044191233952,6468.86700777801,1.475428917259919,-4.094279295119846,-12.273926551546458,3.054349348506239,WP23
54,4671.70896592,0.1824080462234674,2.3131451977995563,131.75727490742565,78.22211286487473,6.033833288687521,229.179516604431,202.11541942285862,29.109134542942204,0.0290402592681608,0.1728328103324302,0.0,139326.01,84776.42,1,6555.912365920554,6471.888508956215,6640.044191233952,6468.86700777801,1.475428917259919,-4.094279295119846,-12.273256752087411,16.342980498489894,WP23
55,4678.26896592,0.1694074806936702,2.191261729802244,132.956781239298,82.77549631984807,5.103791386983019,90.35053214243756,125.58675335674684,29.96111722003492,0.0416987652839743,0.1350938264198715,0.0,139326.01,84776.42,1,6555.912365920554,6471.888508956215,6640.044191233952,6468.86700777801,1.475428917259919,-4.094279295119846,-12.272586952628364,12.685109672842394,WP23
56,4684.82896592,0.2240107332883809,2.211986616251595,134.9638655387951,84.64699180689206,5.252415549484565,190.45253537575513,253.47874308129866,27.6556206667461,0.035298737247767,0.1784292930012759,0.0,139326.01,84776.42,1,6555.912365920554,6471.888508956215,6640.044191233952,6468.86700777801,1.475428917259919,-4.094279295119846,-12.27191715316932,33.60218818360105,WP23
57,4691.38896592,0.1771942701898664,2.290793941545536,145.39827702464584,90.51845890627528,5.767044090873639,142.4429182977839,125.8890229675548,29.33622807026033,0.0345418722846807,0.2262018772675803,0.0,139326.01,84776.42,1,6555.912365920554,6471.888508956215,6640.044191233952,6468.86700777801,1.475428917259919,-4.094279295119846,-12.27124735371027,14.792000515483299,WP23
58,4697.94896592,0.2492413778709432,2.2340065025728,144.83197143020445,90.65374588631688,5.32779903589922,174.15391160847307,256.6884215490998,29.98511089639808,0.0257934974271997,0.2325337357446122,0.0,139326.01,84776.42,1,6555.912365920554,6471.888508956215,6640.044191233952,6468.86700777801,1.475428917259919,-4.094279295119846,-12.270577554251224,49.44612681800753,WP23
59,4704.508965919999,0.18021574040930025,2.151908315336868,135.05253752970862,85.3605825508586,6.131987245707054,13.003330136360278,25.058257822745382,28.91533959313129,0.0223,0.1599620637714647,0.0,139326.01,84776.42,1,6555.912365920554,6471.888508956215,6640.044191233952,6468.86700777801,1.475428917259919,-4.094279295119846,-12.269907754792179,15.676586959132695,WP23
60,4711.06896592,0.2290301445842289,2.312931626622168,144.5507247812743,89.46361069759452,5.828983413971505,138.57542852811116,118.04928127607336,29.576203250474936,0.0367914805304536,0.228628953327771,0.0,139326.01,84776.42,1,6555.912365920554,6471.888508956215,6640.044191233952,6468.86700777801,1.475428917259919,-4.094279295119846,-12.269237955333132,36.381085383376735,WP23
61,4717.62896592,0.1874338553854496,2.175545398604724,151.75038495285418,95.50292320123285,5.194422991810336,261.06527520542153,256.6884215490998,29.963293413164127,0.0417987996360149,0.2082425977554256,0.0,139326.01,84776.42,1,6555.912365920554,6471.888508956215,6640.044191233952,6468.86700777801,1.475428917259919,-4.094279295119846,-12.268568155874085,17.951435094484303,WP23
62,4724.18896592,0.1650503114378998,2.4547401094992165,124.8625681464788,75.59912481888962,6.096179793600551,375.7486083968054,365.2444150779107,29.98899127934339,0.056198936505292,0.1519558492208935,0.0,139326.01,84776.42,1,6555.912365920554,6471.888508956215,6640.044191233952,6468.86700777801,1.475428917259919,-4.094279295119846,-12.267898356415039,11.609163706597688,WP23
63,4730.74896592,0.030571577416423232,2.807464646092725,105.60065413628942,64.9580161298017,8.086633282314361,710.6188182670184,838.9748489412742,18.50031540204453,0.0823958137067475,0.061528311363739,0.0,139326.01,84776.42,1,6555.912365920554,6471.888508956215,6640.044191233952,6468.86700777801,1.475428917259919,-4.094279295119846,-12.267228556955992,0.0547261065027474,WP23
64,4737.30896592,0.0807067751829605,2.7678101464243228,138.37962492761744,80.2926118248762,8.997727107825726,112.80444733748764,144.3305255764308,29.980497917400363,0.0530624158630579,0.3330784899602633,0.0,139326.01,84776.42,1,6555.912365920554,6471.888508956215,6640.044191233952,6468.86700777801,1.475428917259919,-4.094279295119846,-12.266558757496945,1.1196811573989451,WP23
65,4435.008038159999,0.124279,2.515232146338395,118.40496783609845,67.65214532836384,5.669299967508313,132.1456979324,140.7251684800827,17.649081179921655,0.0764832966153524,0.1371423886770688,1.0,112898.58,91601.46,0,6501.732579650968,6479.794466276045,6594.903877099198,6497.647510408757,-1.2229061921898752,-3.3974183042705945,-12.297424763271781,4.505409046288786,WP16
66,4441.56803816,0.08804400371308818,2.589577117631729,119.46870662548078,65.51332867726556,5.960774179354003,184.0451160630652,197.53124007007244,18.964293656457443,0.0761619081712427,0.1059266182651309,1.0,112898.58,91601.46,0,6501.732579650968,6479.794466276045,6594.903877099198,6497.647510408757,-1.2229061921898752,-3.3974183042705945,-12.296754963812734,1.4771482657205814,WP16
67,4448.12803816,0.0952762816576445,2.5918995302430634,121.145997365883,73.15033470378587,6.188472577446629,194.462433903514,200.67234878468057,21.41107485112344,0.0676637403903812,0.1223150322219556,1.0,112898.58,91601.46,0,6501.732579650968,6479.794466276045,6594.903877099198,6497.647510408757,-1.2229061921898752,-3.3974183042705945,-12.296085164353688,1.9019318532860574,WP16
68,4454.688038159999,0.09382188471878541,2.599825926034911,118.42027390642222,69.40588597159929,6.015693424017615,207.17897066362625,250.33444364340284,21.74446217191698,0.0692337445774492,0.1058600823469099,1.0,112898.58,91601.46,0,6501.732579650968,6479.794466276045,6594.903877099198,6497.647510408757,-1.2229061921898752,-3.3974183042705945,-12.295415364894641,1.810330318602327,WP16
69,4461.24803816,0.0982359142040271,2.566542359660005,118.49824252597647,77.86113085689996,6.375240060273725,162.55789833415406,167.8386320232339,20.91514000282867,0.05695641155853,0.1245741498014511,1.0,112898.58,91601.46,0,6501.732579650968,6479.794466276045,6594.903877099198,6497.647510408757,-1.2229061921898752,-3.3974183042705945,-12.294745565435594,2.0984446035599302,WP16
70,4467.808038159999,0.09270543477330406,2.5374314185662845,118.97887935613228,66.1534054324627,6.17994438754862,193.5132138521008,243.1423169760246,19.821992311395302,0.0722005120624252,0.1032556124513806,1.0,112898.58,91601.46,0,6501.732579650968,6479.794466276045,6594.903877099198,6497.647510408757,-1.2229061921898752,-3.3974183042705945,-12.294075765976547,1.742173772207967,WP16
71,4474.36803816,0.0978945372189108,2.520405776755817,122.98953375850364,79.91737961147608,6.348272645349143,162.61807596108957,165.65396753038763,21.42614125195109,0.0447650837513008,0.2159640557415808,1.0,112898.58,91601.46,0,6501.732579650968,6479.794466276045,6594.903877099198,6497.647510408757,-1.2229061921898752,-3.3974183042705945,-12.293405966517502,2.075072393464818,WP16
72,4480.928038159999,0.11336002465739053,2.506700260542452,123.02311169069716,72.34627483159917,5.762925168400826,141.24398146936758,133.7907767972127,22.523648621741604,0.0603001042169806,0.1440934864387095,1.0,112898.58,91601.46,0,6501.732579650968,6479.794466276045,6594.903877099198,6497.647510408757,-1.2229061921898752,-3.3974183042705945,-12.292736167058456,3.3354749541882183,WP16
73,4487.48803816,0.1520794596547886,2.413398899796046,124.57524974604199,83.71151613556243,5.782597130930342,74.51454426929709,76.14956205326312,14.894493851666926,0.066190098164418,0.2019055010197677,1.0,112898.58,91601.46,0,6501.732579650968,6479.794466276045,6594.903877099198,6497.647510408757,-1.2229061921898752,-3.3974183042705945,-12.292066367599409,8.805902562458693,WP16
74,4494.048038159999,0.13566217105702263,2.4044404782116784,122.49875291497739,87.16775729696441,5.672727815505747,61.30596526603165,59.51330362200142,19.85483050721713,0.0569628430956721,0.1931403013581863,1.0,112898.58,91601.46,0,6501.732579650968,6479.794466276045,6594.903877099198,6497.647510408757,-1.2229061921898752,-3.3974183042705945,-12.291396568140362,6.015638805455881,WP16
